Scientific Name,Status
Myotis nattereri,Only on Natuurpunt website
Naast champignons vind je in de supermarkten heel vaak oesterzwammen. Deze worden gemakkelijk gekweekt en zijn heel lekker. Het zijn paddenstoelen met een schelpvormige hoed (vandaar de naam oesterzwam) die zijdelings met een korte steel is aangehecht op dood hout.,Only on Natuurpunt website
Natrix helvetica,Only on Natuurpunt website
Natterjack toad,Only on Natuurpunt website
Northern crested newt,Only on Natuurpunt website
Nuctenea umbratica,Only on Natuurpunt website
Numenius arquata,Only on Natuurpunt website
Nurse hound,Only on Natuurpunt website
Nyctalus lasiopterus,Only on Natuurpunt website
Nyctalus leisleri,Only on Natuurpunt website
Nyctalus noctula,Only on Natuurpunt website
Oak bush-cricket,Only on Natuurpunt website
Oedipoda caerulescens,Only on Natuurpunt website
Ondatra zibethicus,Only on Natuurpunt website
"Onder allerlei voorwerpen in de tuin, zoals houtblokken, bloempotten enz. vind je vaak een opvallende, oranje spin. Het is de roodwitte celspin die zich daar verborgen houdt.",Only on Natuurpunt website
Ontvang nieuws over onze natuur en activiteiten rechtstreeks in je mailbox.,Only on Natuurpunt website
Op dood naaldhout kan je het opvallende en mooie kleverig koraalzwammetje treffen in de herfst.,Only on Natuurpunt website
"Op houtsnippers kan je deze fraaie, oranjerode, kleverige paddenstoel soms massaal vinden. Dit is een soort die goed gekend is in Australië en meer dan 50 jaar geleden de weg vond naar Europa.",Only on Natuurpunt website
Op plaatsen waar hij voorkomt kan daslook de bodem vrijwel volledig bedekken met zijn witte bloemenschermen en lancetvormige bladeren. De lucht in het bos is dan gevuld met een knoflookachtige geur.,Only on Natuurpunt website
Op steel,Only on Natuurpunt website
Ophrys apifera,Only on Natuurpunt website
Oranjegeel trechtertje,Only on Natuurpunt website
Oranjerode stropharia,Only on Natuurpunt website
Orchis militaris,Only on Natuurpunt website
Orchis purpurea,Only on Natuurpunt website
Oriolus oriolus,Only on Natuurpunt website
Osmia cornuta,Only on Natuurpunt website
Oudemansiella mucida,Only on Natuurpunt website
Over ons,Only on Natuurpunt website
Overdag rust dit perfect gecamoufleerde zangwonder graag uit op een dennen- of berkentak. ’s Nachts komt hij tot leven en schalt hij door de heide met een indrukwekkend salvo aan buitenaardse klanken - tot wel 1900 noten per minuut.,Only on Natuurpunt website
Overslaan en naar de inhoud gaan,Only on Natuurpunt website
Paarse knoopzwam,Only on Natuurpunt website
Paarse schijnridderzwam,Only on Natuurpunt website
Palmate newt,Only on Natuurpunt website
Pandion haliaetus,Only on Natuurpunt website
Papaver argemone,Only on Natuurpunt website
Papaver dubium,Only on Natuurpunt website
Pararge aegeria,Only on Natuurpunt website
Parasteatoda tepidariorum,Only on Natuurpunt website
Pardosa saltans,Only on Natuurpunt website
Paris quadrifolia,Only on Natuurpunt website
Parus caeruleus,Only on Natuurpunt website
Pas in 1952 voor het eerst in België waargenomen en ondertussen hier niet meer weg te denken. De elegante Turkse tortel legt duidelijk geen windeieren!,Only on Natuurpunt website
Passer montanus,Only on Natuurpunt website
Paxillus involutus,Only on Natuurpunt website
Peervormige stuifzwam,Only on Natuurpunt website
Pelobates fuscus,Only on Natuurpunt website
Pelophylax esculenta synklepton,Only on Natuurpunt website
Pelophylax kl. esculenta,Only on Natuurpunt website
Pelophylax lessonae,Only on Natuurpunt website
Pelophylax ridibundus,Only on Natuurpunt website
Perdix perdix,Only on Natuurpunt website
Periparus ater,Only on Natuurpunt website
Pernis apivorus,Only on Natuurpunt website
Phallus impudicus,Only on Natuurpunt website
Phaneroptera falcata,Only on Natuurpunt website
Phasianus colchicus,Only on Natuurpunt website
Phoca vitulina,Only on Natuurpunt website
Phocoena phocoena,Only on Natuurpunt website
Pholcus phalangioides,Only on Natuurpunt website
Phosphaenus hemipterus,Only on Natuurpunt website
Phylloscopus collybita,Only on Natuurpunt website
Pipistrellus nathusii,Only on Natuurpunt website
Pipistrellus pipistrellus,Only on Natuurpunt website
Pipistrellus pygmaeus,Only on Natuurpunt website
Piptoporus betulinus,Only on Natuurpunt website
Pisaura mirabilis,Only on Natuurpunt website
Platalea leucorodia,Only on Natuurpunt website
Platte tonderzwam,Only on Natuurpunt website
Platte wielwebspin,Only on Natuurpunt website
Plecotus auritus,Only on Natuurpunt website
Plecotus austriacus,Only on Natuurpunt website
Plicatura crispa,Only on Natuurpunt website
Podarcis muralis,Only on Natuurpunt website
Podiceps cristatus,Only on Natuurpunt website
Polygonia c-album,Only on Natuurpunt website
Polyphella fullo,Only on Natuurpunt website
Pool frog,Only on Natuurpunt website
Populus x canadensis,Only on Natuurpunt website
"Porseleinzwam is een parasiet, die later verder leeft als saprofyt en enkel voorkomt op beuk. De ivoorwitte zwam heeft een slijmerige laag op de hoed, waardoor hij blinkt als porselein.",Only on Natuurpunt website
Primula elatior,Only on Natuurpunt website
Prionace glauca,Only on Natuurpunt website
Prunella modularis,Only on Natuurpunt website
Psittacula krameri,Only on Natuurpunt website
Purple loosestrife,Only on Natuurpunt website
"Putters herken je onmiddellijk: hun vuurrood gezicht, zwart-witte kop, inktzwarte vleugels en gele strepen zijn een streling voor het oog. Je treft deze kleurrijke verschijning vaak vrolijk kwetterend aan op distels. Vandaar hun andere naam: distelvink.",Only on Natuurpunt website
Ramaria stricta,Only on Natuurpunt website
Rana arvalis,Only on Natuurpunt website
Rattus norvegicus,Only on Natuurpunt website
Rechte koraalzwam,Only on Natuurpunt website
Red admiral butterfly,Only on Natuurpunt website
Red deer,Only on Natuurpunt website
Red kite,Only on Natuurpunt website
Red squirrel,Only on Natuurpunt website
Regulus regulus,Only on Natuurpunt website
Rhinolophus ferrumequinum,Only on Natuurpunt website
Rickenella fibula,Only on Natuurpunt website
Rode eekhoorn,Only on Natuurpunt website
Rode klaver,Only on Natuurpunt website
"Rode klaver is een bekende veldbloem met bolvormige roze bloemen. Ze is niet alleen mooi, maar ook belangrijk als stikstofbinder en voedselplant voor bijen.",Only on Natuurpunt website
Rode wouw,Only on Natuurpunt website
Rodekoolzwam of Amethistzwam,Only on Natuurpunt website
Roe deer,Only on Natuurpunt website
Roodbruine slanke amaniet,Only on Natuurpunt website
Roodwitte celspin,Only on Natuurpunt website
Rosse vleermuis,Only on Natuurpunt website
Rosse woelmuis,Only on Natuurpunt website
Ruige dwergvleermuis,Only on Natuurpunt website
Ruige klaproos,Only on Natuurpunt website
Russula ochroleuca,Only on Natuurpunt website
Ruwe berk,Only on Natuurpunt website
Ruwe haai,Only on Natuurpunt website
Salix repens,Only on Natuurpunt website
"Salomonszegel heeft hangende, witte bloemen, met een groen puntje. De plant vormt een witte, op de knopen verdikte wortelstok.",Only on Natuurpunt website
Sand martin,Only on Natuurpunt website
Saxicola rubicola,Only on Natuurpunt website
Scherpe boterbloem,Only on Natuurpunt website
Schizophyllum commune,Only on Natuurpunt website
Scleroderma citrinum,Only on Natuurpunt website
Scolopax rusticola,Only on Natuurpunt website
Scotophaeus blackwalli,Only on Natuurpunt website
Scyliorhinus canicula,Only on Natuurpunt website
Scyliorhinus stellaris,Only on Natuurpunt website
Sickle bearing bush cricket,Only on Natuurpunt website
Sitta europeae,Only on Natuurpunt website
Slanke sleutelbloem,Only on Natuurpunt website
Slow worm,Only on Natuurpunt website
Small turtoiseshell,Only on Natuurpunt website
Smooth newt,Only on Natuurpunt website
Smooth snake,Only on Natuurpunt website
Soprano pipistrelle,Only on Natuurpunt website
Spatula clypeata,Only on Natuurpunt website
Spatula querquedula,Only on Natuurpunt website
"Spechtinktzwam is een opvallende zwarte inktzwam met witte schubben. In 2004 was de paddenstoel nog zeldzaam in Vlaanderen, het was toen een typische soort die af en toe opdook in het Zoniënwoud. Sindsdien heeft de soort een enorme opmars gekend en is nu bijna overal in Vlaanderen te zien.",Only on Natuurpunt website
Speckled wood butterfly,Only on Natuurpunt website
Spinus spinus,Only on Natuurpunt website
Spiny dogfish,Only on Natuurpunt website
Spongy moth,Only on Natuurpunt website
Sporkehout is een struik met harde ronde groene bladeren en rode vruchten. Jonge blaadjes hebben een karakteristieke goudbruine kleur.,Only on Natuurpunt website
"Springspinnen zijn spinnen die hun prooi besluipen en bespringen als een kat. Onze grootste springspinsoort, de schorsmarpissa, lijkt wel helemaal ontworpen te zijn om op boomschors te leven.",Only on Natuurpunt website
Squalus acanthias,Only on Natuurpunt website
Squatina squatina,Only on Natuurpunt website
Stag beetle,Only on Natuurpunt website
Starry smooth-hound,Only on Natuurpunt website
Steatoda grossa,Only on Natuurpunt website
Stethophyma grossum,Only on Natuurpunt website
Steun de natuur,Only on Natuurpunt website
Strandlopers en snippen (Scolopacidae),Only on Natuurpunt website
Strix aluco,Only on Natuurpunt website
Stropharia aeruginosa,Only on Natuurpunt website
Stropharia aurantiaca,Only on Natuurpunt website
Sulphur tuft,Only on Natuurpunt website
Summer chafer,Only on Natuurpunt website
Sylvia atricapilla,Only on Natuurpunt website
Sylvia borin,Only on Natuurpunt website
Sympetrum sanguineum,Only on Natuurpunt website
Tawny mining bee,Only on Natuurpunt website
Tegenaria atrica,Only on Natuurpunt website
Tegenaria parietina,Only on Natuurpunt website
Tel de vogels in je tuin tijdens Het Grote Vogelweekend,Only on Natuurpunt website
Tettigonia viridissima,Only on Natuurpunt website
The common noctule,Only on Natuurpunt website
The common pipistrelle,Only on Natuurpunt website
The pond bat,Only on Natuurpunt website
The western barbastelle,Only on Natuurpunt website
The wild boar,Only on Natuurpunt website
Thresher shark,Only on Natuurpunt website
Top menu,Only on Natuurpunt website
Tope shark of school shark,Only on Natuurpunt website
Tree bumblebee,Only on Natuurpunt website
Triturus cristatus,Only on Natuurpunt website
Troglodytes troglodytes,Only on Natuurpunt website
Turdus iliacus,Only on Natuurpunt website
Turdus pilaris,Only on Natuurpunt website
Turdus viscivorus,Only on Natuurpunt website
Turkse tortel,Only on Natuurpunt website
Tursiops truncatus,Only on Natuurpunt website
"Tussen het mos, in grasland of in bos, maak je veel kans om dit kleine (0,5-1cm) oranje zwammetje tegen te komen. De plaatjes lopen sterk af op het steeltje en de hoed is verdiept zoals een trechter.",Only on Natuurpunt website
Tweekleurige vleermuis,Only on Natuurpunt website
Tyto alba,Only on Natuurpunt website
Vale vleermuis,Only on Natuurpunt website
Vespa velutina,Only on Natuurpunt website
Vespertilio murinus,Only on Natuurpunt website
Viviparous lizard,Only on Natuurpunt website
Vleeskleurige orchis,Only on Natuurpunt website
Vliegend hert,Only on Natuurpunt website
Vliegende herten (Lucanidae),Only on Natuurpunt website
"Vochtige loofbossen vormen de uitgelezen plek om de slanke sleutelbloem te vinden, herkenbaar aan de vrij grote, lichtgele bloemen die in schermen groeien. Het is een laagblijvende voorjaarsbloeier.",Only on Natuurpunt website
Volg een cursus of workshop,Only on Natuurpunt website
Volvariella gloiocephala,Only on Natuurpunt website
Voor bedrijven & organisaties,Only on Natuurpunt website
Voor leden,Only on Natuurpunt website
Voor scholen & leerkrachten,Only on Natuurpunt website
Voor vrijwilligers,Only on Natuurpunt website
Vrij algemeen,Only on Natuurpunt website
"Vuurwantsen zijn opvallende insecten met hun helderrode kleur en zwarte markeringen. Ze kunnen in grote aantallen voorkomen in tuinen, parken en bossen. De vuurwantsen spelen een rol als opruimers en zijn prooien voor andere dieren.",Only on Natuurpunt website
Wanneer actief,Only on Natuurpunt website
Ware muizen - Muridae,Only on Natuurpunt website
Wasp spider,Only on Natuurpunt website
We weten niet wanneer de grote steatoda voor het eerst in onze streken werd ingevoerd. De spin heeft zich alleszins goed aangepast aan de omstandigheden hier.,Only on Natuurpunt website
Western great egret,Only on Natuurpunt website
Western jackdaw,Only on Natuurpunt website
Whiskered bat,Only on Natuurpunt website
White clover,Only on Natuurpunt website
White stork,Only on Natuurpunt website
Wild strawberry,Only on Natuurpunt website
Wild teasel,Only on Natuurpunt website
Wilde bijen,Only on Natuurpunt website
Wilde kat,Only on Natuurpunt website
Wilde lijsterbes,Only on Natuurpunt website
Wilde orchideeën,Only on Natuurpunt website
Witte klaver,Only on Natuurpunt website
Witte kluifzwam,Only on Natuurpunt website
Witte koraalzwam,Only on Natuurpunt website
"Witte koraalzwam is een witte tot crèmekleurige, koraalvormige paddenstoel die tot 8 cm hoog kan worden en te vinden is op humeuze bodems in loofbossen, waar hij leeft als saprofyt.",Only on Natuurpunt website
Wood ant,Only on Natuurpunt website
Word lid,Only on Natuurpunt website
Word partner met je bedrijf,Only on Natuurpunt website
Word vrijwilliger,Only on Natuurpunt website
Xercomus badius,Only on Natuurpunt website
Xerocomus chrysenteron s.l.,Only on Natuurpunt website
Xylaria hypoxylon,Only on Natuurpunt website
Xylaria longipes,Only on Natuurpunt website
Zadelkluifzwam is een zeldzame soort in Vlaanderen. Het is een saprofyt op humeuze bodems in loofbossen.,Only on Natuurpunt website
"Zie je in de herfst een paar zwartbruine, smalle, harde vingers op dood hout dan is de kans groot dat dit de houtknotszwam is. Kijk goed of het geen esdoornhout is en de vingers heel smal zijn, want dan is de kans groot dat het om de esdoornhoutknotszwam gaat.",Only on Natuurpunt website
"Zijn naam dankt de trommelwolfspin aan het geluid dat de mannetjes, trommelend op droge bladeren, voortbrengen om vrouwtjes te verleiden.",Only on Natuurpunt website
"Zoals de naam al doet vermoeden is dit een zeer snelle groeier. Schietwilg wordt veel aangeplant, vooral ook om later als knotwilg te dienen.",Only on Natuurpunt website
"Zoek op trefwoord, locatie, soort, …",Only on Natuurpunt website
Zootoca vivipara,Only on Natuurpunt website
Zwarte els,Only on Natuurpunt website
Zwarte kluifzwam,Only on Natuurpunt website
Zwarte kraai,Only on Natuurpunt website
Zwarte mees,Only on Natuurpunt website
Zwarte ooievaar,Only on Natuurpunt website
Zwarte specht,Only on Natuurpunt website
Zwartwordende wasplaat,Only on Natuurpunt website
